"Cluster","RA","DEC","GLON","GLAT","r50","agenn","dmnn","distpc","pmRA*","e_pmRA*","pmDE","e_pmDE","plx","e_plx","nb","nbB0","nbB2","nbB4","SimbadName","_RA_icrs","_DE_icrs"
"UBC_640",120.586,-27.873,245.544,1.51,0.102,7.94,13.36,4692,-2.496,0.047,3.141,0.056,0.19,0.03,38,1,14,39," ",120.586,-27.873
"NGC_2439",115.194,-31.694,246.446,-4.462,0.071,7.07,12.85,3707,-2.25,0.063,3.182,0.058,0.258,0.027,486,80,278,482,"NGC 2439",115.194,-31.694
"Ruprecht_35",116.548,-31.278,246.656,-3.253,0.038,7.74,12.99,3970,-2.252,0.035,3.173,0.031,0.259,0.025,35,6,27,35,"Cl Ruprecht 35",116.548,-31.278
"Ruprecht_28",114.9,-30.933,245.657,-4.309,0.048,9.07,13.14,4240,-2.563,0.052,3.816,0.048,0.216,0.04,107,3,20,104,"Cl Ruprecht 28",114.9,-30.933
"UBC_468",116.591,-30.762,246.132,-2.94,0.206,7.04,13.1,4164,-2.361,0.105,3.295,0.076,0.254,0.027,39,9,30,40," ",116.591,-30.762
"UBC_236",117.653,-29.945,245.987,-1.768,0.048,7.26,12.63,3356,-2.738,0.039,3.438,0.043,0.318,0.021,34,8,26,35," ",117.653,-29.945
"Czernik_32",117.62,-29.853,245.89,-1.737,0.036,9.05,13.08,4139,-2.971,0.062,2.488,0.062,0.226,0.045,160,6,85,160,"Cl Czernik 32",117.62,-29.853
"UBC_235",117.326,-29.349,245.331,-1.719,0.09,8.04,11.15,1701,-4.211,0.049,2.806,0.074,0.575,0.025,30,2,7,24," ",117.326,-29.349
"Haffner_13",115.209,-30.073,245.035,-3.656,0.327,7.31,8.75,562,-6.183,0.218,5.925,0.157,1.783,0.045,195,3,12,29,"Cl Haffner 13",115.209,-30.073
"Haffner_14",116.182,-28.384,243.987,-2.082,0.081,8.46,13.07,4108,-1.825,0.043,1.739,0.043,0.243,0.028,161,24,116,161,"Cl Haffner 14",116.182,-28.384
"SAI_81",118.036,-28.12,244.585,-0.54,0.056,8.21,13.34,4646,-1.996,0.028,2.965,0.053,0.227,0.023,62,10,49,62,"SAI 81",118.036,-28.12
"Haffner_21",120.288,-27.212,244.846,1.636,0.029,8.43,12.49,3143,-1.423,0.037,1.593,0.038,0.294,0.029,57,1,10,50,"Cl Haffner 21",120.288,-27.212
"LP_947",118.61,-27.518,244.329,0.205,0.065,9.13,12.3,2889,-4.251,0.04,3.723,0.042,0.331,0.029,86,1,23,72," ",118.61,-27.518
"Ruprecht_41",118.443,-26.992,243.803,0.349,0.064,8.16,13.18,4322,-2.601,0.054,3.591,0.035,0.229,0.026,39,6,23,39,"Cl Ruprecht 41",118.443,-26.992
"NGC_2453",116.894,-27.194,243.273,-0.941,0.033,7.4,13.26,4486,-2.332,0.047,3.449,0.048,0.209,0.041,108,17,61,108,"NGC 2453",116.894,-27.194
"FSR_1315",117.159,-26.974,243.202,-0.626,0.08,7.91,13.25,4458,-2.47,0.021,3.172,0.048,0.214,0.039,37,5,25,38,"[FSR2007] 1315",117.159,-26.974
"UBC_466",116.362,-27.239,243.074,-1.372,0.036,8.6,13.32,4609,-1.007,0.022,2.963,0.04,0.199,0.019,35,6,29,35," ",116.362,-27.239
"UBC_463",116.554,-26.202,242.26,-0.707,0.042,7.77,11.53,2027,-3.669,0.041,3.094,0.056,0.468,0.028,12,1,3,9," ",116.554,-26.202
"Haffner_18",118.168,-26.387,243.157,0.449,0.032,7.15,13.53,5083,-2.538,0.071,2.711,0.095,0.202,0.028,61,16,49,62,"Cl Haffner 18",118.168,-26.387
"Haffner_19",118.193,-26.274,243.071,0.526,0.017,7.56,13.69,5472,-2.504,0.071,2.504,0.079,0.194,0.039,39,5,18,39,"Cl Haffner 19",118.193,-26.274
"Ruprecht_42",119.407,-25.92,243.333,1.642,0.03,8.53,14.08,6560,-1.895,0.049,2.204,0.058,0.156,0.04,42,2,31,45,"Cl Ruprecht 42",119.407,-25.92
"Trumpler_9",118.911,-25.888,243.073,1.278,0.037,7.5,12.04,2554,-3.373,0.049,3.081,0.051,0.367,0.034,118,7,30,94,"Cl Trumpler 9",118.911,-25.888
"UBC_465",118.863,-25.412,242.652,1.455,0.162,7.61,13.4,4780,-2.423,0.114,2.687,0.075,0.195,0.029,78,7,39,77," ",118.863,-25.412
"Ruprecht_36",117.096,-26.287,242.582,-0.327,0.045,7.75,12.16,2706,-2.677,0.044,0.934,0.067,0.37,0.033,59,2,12,42,"Cl Ruprecht 36",117.096,-26.287
"Haffner_16",117.586,-25.458,242.091,0.473,0.031,7.92,12.56,3244,-2.779,0.053,3.03,0.063,0.294,0.024,79,4,23,69,"Cl Haffner 16",117.586,-25.458
"Haffner_7",110.734,-29.502,242.677,-6.801,0.032,8.94,13.19,4350,-1.556,0.055,2.945,0.059,0.207,0.042,75,1,19,65,"Cl Haffner 7",110.734,-29.502
"Collinder_132",108.485,-30.758,242.923,-9.104,1.333,7.39,8.98,624,-4.093,0.158,3.727,0.115,1.527,0.08,84,0,8,20,"Cl Collinder 132",108.485,-30.758
"ASCC_32",105.714,-26.512,237.976,-9.433,0.656,7.4,9.53,805,-3.223,0.133,3.5,0.093,1.254,0.052,184,3,16,74,"[KPR2005] 32",105.714,-26.512
"Gulliver_21",106.961,-25.462,237.519,-7.965,0.364,8.44,9.13,670,-1.887,0.1,4.211,0.135,1.54,0.042,118,2,11,37,"Cl Gulliver 21",106.961,-25.462
"UBC_233",112.783,-28.377,242.521,-4.686,0.117,8.66,11.9,2395,-0.796,0.034,0.766,0.052,0.404,0.021,55,2,17,45," ",112.783,-28.377
"UBC_464",113.533,-28.127,242.616,-4.011,0.165,7.15,12.59,3294,-2.846,0.048,3.684,0.079,0.324,0.02,62,8,37,62," ",113.533,-28.127
"Haffner_11",113.855,-27.708,242.388,-3.539,0.048,8.97,13.74,5605,-1.505,0.039,3.159,0.064,0.147,0.045,138,5,83,138,"Cl Haffner 11",113.855,-27.708
"Ruprecht_27",114.423,-26.516,241.591,-2.518,0.084,8.75,11.57,2063,-1.219,0.054,0.454,0.063,0.485,0.027,116,4,36,81,"Cl Ruprecht 27",114.423,-26.516
"Alessi_18",114.295,-26.386,241.421,-2.555,0.019,6.71,14.29,7199,-1.261,0.041,1.954,0.088,0.11,0.04,23,6,23,23,"Cl Alessi 18",114.295,-26.386
"Ruprecht_18",111.16,-26.213,239.923,-4.942,0.085,8.11,12.12,2655,-0.454,0.043,1.161,0.065,0.379,0.03,197,18,78,185,"Cl Ruprecht 18",111.16,-26.213
"UBC_231",115.551,-26.305,241.905,-1.538,0.081,8.07,12.31,2896,-2.266,0.057,2.234,0.046,0.324,0.016,34,1,12,35," ",115.551,-26.305
"UBC_230",114.521,-25.378,240.642,-1.889,0.094,7.87,11.39,1894,-2.609,0.045,3.212,0.051,0.52,0.018,57,2,22,43," ",114.521,-25.378
"NGC_2448",116.034,-24.837,240.846,-0.427,0.267,7.98,10.26,1128,-3.387,0.067,2.952,0.059,0.897,0.041,119,3,15,53,"NGC 2448",116.034,-24.837
"Ruprecht_29",115.279,-24.377,240.107,-0.794,0.059,8.38,11.53,2020,-2.136,0.031,1.626,0.034,0.44,0.028,31,2,4,22,"Cl Ruprecht 29",115.279,-24.377
"NGC_2447",116.141,-23.853,240.043,0.149,0.202,8.76,10.04,1018,-3.561,0.129,5.088,0.134,0.991,0.032,713,16,86,257,"NGC 2447",116.141,-23.853
"Ruprecht_25",114.192,-23.387,238.756,-1.174,0.015,8.5,14.71,8740,-1.049,0.058,1.93,0.044,0.092,0.028,24,3,20,23,"Cl Ruprecht 25",114.192,-23.387
"NGC_2362",109.671,-24.954,238.178,-5.547,0.052,6.76,10.64,1341,-2.769,0.146,2.965,0.135,0.77,0.053,137,14,45,59,"NGC 2362",109.671,-24.954
"FSR_1284",109.992,-24.535,237.94,-5.096,0.042,8.77,11.84,2330,-0.957,0.035,1.377,0.04,0.393,0.02,36,0,10,31,"[FSR2007] 1284",109.992,-24.535
"NGC_2354",108.503,-25.724,238.383,-6.838,0.152,9.15,10.68,1370,-2.867,0.075,1.856,0.089,0.779,0.025,262,2,45,154,"NGC 2354",108.503,-25.724
"Haffner_5",109.493,-22.66,236.059,-4.635,0.06,9.67,11.14,1692,0.995,0.07,-4.042,0.067,0.582,0.034,175,1,10,90,"Cl Haffner 5",109.493,-22.66
"Trumpler_7",111.849,-23.949,238.216,-3.325,0.066,7.82,11.17,1712,-2.479,0.088,3.349,0.073,0.575,0.036,101,6,29,61,"Cl Trumpler 7",111.849,-23.949
"Ruprecht_23",112.665,-23.383,238.074,-2.399,0.086,8.61,12.18,2724,-2.059,0.052,1.605,0.05,0.351,0.033,93,5,33,91,"Cl Ruprecht 23",112.665,-23.383
"UBC_460",113.818,-21.318,236.782,-0.475,0.151,7.51,12.35,2946,-1.989,0.067,3.211,0.067,0.312,0.029,49,3,17,50," ",113.818,-21.318
"Ruprecht_19",111.48,-21.844,236.198,-2.627,0.134,7.86,10.75,1409,-2.597,0.053,3.849,0.058,0.685,0.026,38,1,4,20,"Cl Ruprecht 19",111.48,-21.844
"NGC_2367",110.031,-21.867,235.586,-3.825,0.046,7.15,11.79,2276,-1.711,0.123,2.556,0.104,0.41,0.079,34,8,14,22,"NGC 2367",110.031,-21.867
"NGC_2383",111.174,-20.949,235.274,-2.455,0.036,8.41,12.69,3456,-1.614,0.066,1.926,0.073,0.29,0.034,236,10,78,206,"NGC 2383",111.174,-20.949
"ESO_559_13",112.176,-20.807,235.594,-1.564,0.025,8.79,11.83,2318,-1.384,0.025,1.771,0.038,0.412,0.029,12,0,5,11,"ESO 559-13",112.176,-20.807
"UBC_224",111.415,-20.903,235.341,-2.227,0.211,7.17,12.07,2592,-2.283,0.09,3.109,0.115,0.336,0.034,193,24,98,190," ",111.415,-20.903
"LP_198",112.127,-20.107,234.957,-1.27,0.096,8.41,12.54,3213,-2.25,0.055,2.523,0.055,0.277,0.035,78,4,29,70," ",112.127,-20.107
"FSR_1402",136.441,-37.874,261.515,6.237,0.053,9.48,13.2,4373,-3.669,0.068,1.637,0.068,0.198,0.051,91,2,12,88,"[FSR2007] 1402",136.441,-37.874
"BH_55",134.042,-39.518,261.527,3.745,0.048,9.36,13.4,4783,-3.944,0.05,3.139,0.057,0.201,0.043,59,3,17,60,"Cl VDBH 55",134.042,-39.518
"NGC_2818",139.044,-36.624,262.001,8.608,0.078,8.92,12.45,3085,-4.416,0.052,4.544,0.044,0.302,0.026,247,3,63,200,"NGC 2818",139.044,-36.624
"UPK_508",135.775,-34.942,258.95,7.756,0.192,8,9.6,831,-10.527,0.063,6.311,0.077,1.191,0.028,46,1,9,21," ",135.775,-34.942
"ESO_371_25",133.248,-35.476,258.009,5.854,0.023,9.31,13.83,5832,-2.405,0.048,1.769,0.041,0.15,0.027,50,0,13,50,"ESO 371-25",133.248,-35.476
"Ruprecht_68",131.147,-35.9,257.266,4.259,0.074,9.26,12.41,3040,-2.606,0.065,5.669,0.069,0.33,0.038,322,4,45,240,"Cl Ruprecht 68",131.147,-35.9
"NGC_2635",129.619,-34.777,255.61,3.96,0.057,8.6,13.5,5011,-2.498,0.039,2.23,0.043,0.165,0.033,134,11,80,135,"NGC 2635",129.619,-34.777
"NGC_2658",130.868,-32.662,254.561,6.071,0.061,8.7,13.04,4055,-2.469,0.042,2.273,0.051,0.223,0.032,352,18,138,340,"NGC 2658",130.868,-32.662
"UBC_241",127.069,-31.007,251.299,4.467,0.045,8.25,13.21,4389,-3.006,0.042,3.277,0.05,0.205,0.031,42,2,20,43," ",127.069,-31.007
"NGC_2627",129.309,-29.952,251.579,6.65,0.087,9.27,11.32,1837,-2.352,0.067,2.915,0.07,0.55,0.026,309,2,25,178,"NGC 2627",129.309,-29.952
"NGC_2567",124.645,-30.631,249.793,2.975,0.064,8.5,11.19,1726,-2.931,0.054,2.619,0.052,0.567,0.022,67,5,23,53,"NGC 2567",124.645,-30.631
"NGC_2580",125.371,-30.306,249.878,3.674,0.036,8.73,13.09,4154,-2.309,0.021,1.934,0.056,0.219,0.024,27,7,18,27,"NGC 2580",125.371,-30.306
"NGC_2587",125.861,-29.503,249.457,4.48,0.116,8.5,12.53,3206,-4.22,0.049,3.618,0.054,0.308,0.042,120,6,35,104,"NGC 2587",125.861,-29.503
"NGC_2571",124.723,-29.775,249.121,3.511,0.127,7.43,10.62,1329,-4.917,0.078,4.283,0.091,0.74,0.026,141,6,34,69,"NGC 2571",124.723,-29.775
"FSR_1335",123.012,-28.986,247.636,2.708,0.014,7.05,14.21,6961,-2.627,0.037,3.188,0.043,0.162,0.026,15,2,12,15,"[FSR2007] 1335",123.012,-28.986
"Haffner_22",123.108,-27.913,246.783,3.366,0.078,9.39,12.24,2802,-1.607,0.048,2.916,0.057,0.349,0.031,145,5,27,135,"Cl Haffner 22",123.108,-27.913
"UBC_467",123.177,-25.657,244.924,4.655,0.05,9.16,13.55,5122,-3.046,0.02,2.164,0.029,0.198,0.024,30,1,19,31," ",123.177,-25.657
"UBC_232",120.07,-24.269,242.243,3.021,0.055,8.58,12.54,3228,-2.686,0.041,1.109,0.078,0.305,0.043,22,2,6,21," ",120.07,-24.269
"UBC_636",118.829,-24.32,241.704,2.034,0.052,8.25,12.28,2852,-1.981,0.029,1.818,0.06,0.334,0.014,14,0,5,12," ",118.829,-24.32
"NGC_2482",118.787,-24.263,241.624,2.022,0.149,8.54,10.54,1285,-4.667,0.05,2.253,0.07,0.734,0.04,113,5,32,65,"NGC 2482",118.787,-24.263
"UBC_462",118.846,-24.033,241.465,2.183,0.11,7.6,12.65,3381,-2.664,0.014,3.121,0.046,0.309,0.022,8,2,4,8," ",118.846,-24.033
"UBC_461",119.21,-23.815,241.456,2.605,0.187,7.68,12.53,3210,-2.653,0.081,3.139,0.055,0.3,0.035,72,7,22,61," ",119.21,-23.815
"UBC_638",123.753,-22.201,242.303,6.98,0.011,9.2,13.95,6167,-2.091,0.016,2.067,0.032,0.149,0.047,10,1,5,10," ",123.753,-22.201
"UBC_637",123.755,-22.189,242.291,6.997,0.032,9.22,13.35,4684,-2.099,0.033,2.06,0.045,0.176,0.031,28,2,4,28," ",123.755,-22.189
"UBC_21",130.455,-20.747,244.679,12.944,1.083,8.48,9.82,919,-6.472,0.208,2.536,0.175,1.132,0.03,45,0,3,15," ",130.455,-20.747
"UBC_228",118.378,-22.392,239.824,2.664,0.078,8.91,12.31,2896,-2.257,0.033,2.127,0.052,0.332,0.023,40,0,19,35," ",118.378,-22.392
"UBC_229",119.27,-22.796,240.605,3.153,0.09,8.05,12.04,2554,-2.981,0.038,2.87,0.04,0.396,0.025,58,5,17,51," ",119.27,-22.796
"Ruprecht_33",116.445,-21.915,238.505,1.362,0.085,8.43,11.87,2370,-1.398,0.042,0.074,0.032,0.415,0.032,48,4,20,45,"Cl Ruprecht 33",116.445,-21.915
"NGC_2455",117.284,-21.298,238.364,2.346,0.093,8.51,12.45,3090,-2.737,0.052,2.736,0.046,0.314,0.033,103,6,41,97,"NGC 2455",117.284,-21.298
"NGC_2509",120.201,-19.056,237.844,5.847,0.06,9.18,11.99,2495,-2.715,0.037,0.797,0.042,0.371,0.027,218,5,67,168,"NGC 2509",120.201,-19.056
"LP_589",119.812,-19.126,237.713,5.496,0.063,8.49,12.41,3037,-1.395,0.046,0.538,0.07,0.297,0.033,97,6,20,65," ",119.812,-19.126
"NGC_2421",114.051,-20.627,236.283,0.059,0.096,7.82,12.14,2683,-3.117,0.061,3.124,0.063,0.362,0.032,402,34,147,347,"NGC 2421",114.051,-20.627
"Czernik_31",114.238,-20.515,236.27,0.266,0.038,7.47,12.65,3396,-1.964,0.051,3.069,0.056,0.309,0.042,70,4,29,69,"Cl Czernik 31",114.238,-20.515
"UBC_459",115.101,-19.743,235.999,1.339,0.063,9.03,11.9,2396,-1.029,0.03,1.12,0.008,0.359,0.021,28,0,11,27," ",115.101,-19.743
"Ruprecht_34",116.478,-20.386,237.197,2.154,0.068,8.66,12.01,2525,-2.132,0.03,1.032,0.047,0.347,0.035,43,1,10,26,"Cl Ruprecht 34",116.478,-20.386
"Teutsch_61",113.661,-19.793,235.375,0.145,0.028,7.66,12.37,2978,-2.282,0.061,3.18,0.064,0.316,0.02,39,6,19,38,"Teutsch 61",113.661,-19.793
"Bochum_6",112.992,-19.416,234.741,-0.224,0.075,6.81,12.97,3931,-2.277,0.118,2.29,0.086,0.26,0.063,75,7,25,73,"Cl Bochum 6",112.992,-19.416
"DBSB_7",113.855,-18.677,234.49,0.848,0.106,8.44,12.13,2667,-1.718,0.068,2.461,0.072,0.405,0.039,32,0,7,24,"[DBS2003] 7",113.855,-18.677
"NGC_2432",115.223,-19.078,235.474,1.779,0.062,8.84,11.4,1901,-0.691,0.078,1.631,0.07,0.529,0.033,167,4,33,103,"NGC 2432",115.223,-19.078
"UBC_458",115.321,-18.699,235.189,2.05,0.032,8.46,12.72,3505,-3.038,0.028,2.966,0.055,0.247,0.025,17,3,9,17," ",115.321,-18.699
"UBC_455",115.386,-17.584,234.249,2.653,0.036,7.12,12.74,3527,-1.954,0.053,2.453,0.059,0.269,0.034,23,2,13,23," ",115.386,-17.584
"NGC_2479",118.762,-17.732,235.998,5.359,0.075,8.99,10.97,1562,-4.319,0.061,1.097,0.058,0.607,0.035,126,0,25,63,"NGC 2479",118.762,-17.732
"Ruprecht_45",119.894,-16.292,235.311,7.026,0.071,9.5,13.03,4043,-2.687,0.055,2.859,0.053,0.21,0.046,103,2,12,77,"Cl Ruprecht 45",119.894,-16.292
"Ruprecht_37",117.452,-17.249,234.943,4.527,0.026,9.35,13.28,4526,-1.702,0.064,2.433,0.05,0.18,0.053,74,0,8,58,"Cl Ruprecht 37",117.452,-17.249
"NGC_2539",122.658,-12.834,233.721,11.106,0.187,8.84,10.45,1228,-2.327,0.094,-0.552,0.093,0.758,0.033,478,4,65,203,"NGC 2539",122.658,-12.834
"UBC_12",126.027,-8.405,231.616,16.244,0.463,8.37,8.32,461,-8.332,0.15,4.113,0.279,2.249,0.042,19,2,6,13," ",126.027,-8.405
"UPK_585",212.787,-75.872,307.818,-13.734,0.217,7.89,9.24,705,-6.871,0.1,-5.511,0.111,1.384,0.019,27,0,1,7," ",212.787,-75.872
"UPK_612",253.423,-67.788,322.721,-14.891,1.941,8,6.92,242,-13.239,1.216,-12.125,1.285,4.359,0.284,225,3,12,41," ",253.423,-67.788
"UPK_605",234.582,-65.957,318.842,-8.387,0.144,7.84,9.33,734,-3.659,0.082,-4.298,0.072,1.335,0.03,54,0,5,14," ",234.582,-65.957
"UBC_11",246.666,-59.936,327.001,-7.548,1.034,7.83,8.24,444,-0.395,0.328,-6.827,0.21,2.177,0.035,40,0,5,14," ",246.666,-59.936
"NGC_6025",240.779,-60.43,324.536,-5.869,0.292,8.02,9.38,750,-2.973,0.153,-3.047,0.147,1.288,0.035,276,10,45,100,"NGC 6025",240.779,-60.43
"Collinder_292",237.41,-57.594,325.04,-2.584,0.095,8.41,11.25,1777,-2.444,0.08,-2.229,0.058,0.538,0.034,88,5,31,71,"Cl Collinder 292",237.41,-57.594
"NGC_6087",244.721,-57.916,327.744,-5.417,0.246,8,9.9,954,-1.606,0.114,-2.404,0.122,1.031,0.042,222,12,49,100,"NGC 6087",244.721,-57.916
"UBC_534",238.697,-57.868,325.376,-3.234,0.102,7.92,11.06,1626,-1.466,0.066,-3.611,0.058,0.58,0.026,25,1,8,23," ",238.697,-57.868
"NGC_6005",238.955,-57.439,325.78,-2.989,0.057,9.1,11.89,2383,-4.039,0.076,-3.814,0.077,0.376,0.036,289,0,99,259,"NGC 6005",238.955,-57.439
"UBC_307",239.415,-57.265,326.084,-3.022,0.058,9.06,12.19,2747,-2.002,0.067,-2.639,0.07,0.341,0.035,80,4,33,82," ",239.415,-57.265
"UPK_594",219.173,-67.975,312.562,-7.099,0.591,8.18,9.86,936,-1.915,0.07,-3.117,0.086,1.055,0.03,38,0,2,14," ",219.173,-67.975
"BH_164",222.311,-66.465,314.323,-6.235,0.639,7.51,8.21,438,-7.389,0.284,-10.71,0.268,2.391,0.052,195,4,16,39,"Cl VDBH 164",222.311,-66.465
"Alessi_6",220.058,-66.127,313.643,-5.544,0.294,8.63,9.74,886,-10.536,0.127,-5.527,0.153,1.13,0.031,157,5,29,68,"Cl Alessi 6",220.058,-66.127
"UBC_300",222.958,-65.308,315.075,-5.323,0.083,8.62,11.37,1883,-3.264,0.039,-2.033,0.055,0.533,0.029,68,3,28,65," ",222.958,-65.308
"Collinder_277",207.058,-66.066,308.655,-3.827,0.141,8.99,11.22,1752,-9.251,0.064,-4.115,0.087,0.597,0.025,192,2,63,144,"Cl Collinder 277",207.058,-66.066
"UBC_527",204.529,-66.651,307.548,-4.198,0.056,8.4,11.14,1687,-7.558,0.07,-2.615,0.064,0.561,0.014,31,0,14,29," ",204.529,-66.651
"NGC_5288",207.193,-64.68,309.016,-2.487,0.044,8.67,12.14,2675,-3.875,0.054,-1.915,0.047,0.381,0.032,101,12,53,92,"NGC 5288",207.193,-64.68
"UBC_297",218.081,-62.222,314.394,-1.612,0.046,8.55,12.17,2717,-6.795,0.042,-3.951,0.064,0.343,0.022,41,4,27,42," ",218.081,-62.222
"UBC_531",211.837,-63.076,311.408,-1.458,0.062,7.91,12.15,2691,-5.27,0.064,-2.918,0.067,0.362,0.019,30,8,18,31," ",211.837,-63.076
"ASCC_77",212.694,-62.331,311.999,-0.864,0.179,7.91,10.28,1136,-4.266,0.075,-3.188,0.12,0.878,0.022,136,9,22,67,"[KPR2005] 77",212.694,-62.331
"Lynga_2",216.085,-61.328,313.839,-0.44,0.198,8.01,9.93,970,-6.77,0.114,-4.667,0.108,1.048,0.033,143,7,28,56,"Cl Lynga 2",216.085,-61.328
"UBC_296",216.202,-61.046,314.001,-0.197,0.052,8.4,11.52,2016,-3.735,0.046,-2.17,0.061,0.495,0.03,33,0,14,31," ",216.202,-61.046
"Collinder_261",189.519,-68.377,301.696,-5.537,0.108,9.8,12.27,2850,-6.364,0.114,-2.678,0.12,0.345,0.052,1774,16,98,815,"Cl Collinder 261",189.519,-68.377
"ASCC_73",189.281,-67.203,301.542,-4.37,0.988,8.53,9.08,655,-11.522,0.252,-2.893,0.294,1.563,0.038,57,1,4,17,"[KPR2005] 73",189.281,-67.203
"Collinder_268",199.543,-67.079,305.537,-4.343,0.08,8.38,12.1,2633,-5.512,0.056,-0.38,0.056,0.384,0.024,127,8,59,120,"Cl Collinder 268",199.543,-67.079
"Collinder_269",200.992,-66.204,306.21,-3.539,0.137,8.62,11.16,1702,-5.09,0.058,-2.423,0.083,0.591,0.017,55,0,12,41,"Cl Collinder 269",200.992,-66.204
"BH_144",198.808,-65.92,305.359,-3.161,0.024,9.17,14.92,9649,-5.15,0.094,-0.41,0.096,0.041,0.067,71,9,67,67,"Cl VDBH 144",198.808,-65.92
"Ruprecht_107",199.937,-64.944,305.925,-2.237,0.033,8.31,12.7,3464,-5.878,0.048,-1.598,0.055,0.252,0.026,40,5,20,39,"Cl Ruprecht 107",199.937,-64.944
"ASCC_71",185.033,-67.509,299.936,-4.82,0.255,8.11,10.52,1269,-9.38,0.086,-1.363,0.139,0.781,0.026,74,5,17,33,"[KPR2005] 71",185.033,-67.509
"UBC_520",186.083,-66.672,300.245,-3.94,0.051,8.9,11.35,1866,-4.932,0.047,-0.062,0.051,0.514,0.024,25,0,8,22," ",186.083,-66.672
"UBC_285",184.671,-65.42,299.529,-2.762,0.105,7.79,11.08,1647,-6.247,0.04,-0.678,0.098,0.566,0.024,67,1,16,36," ",184.671,-65.42
"NGC_4463",187.466,-64.8,300.637,-2.024,0.057,7.46,11.28,1804,-5.333,0.067,-0.362,0.064,0.552,0.029,67,10,33,55,"NGC 4463",187.466,-64.8
"UBC_523",191.63,-66.205,302.435,-3.339,0.032,8.22,12.62,3337,-5.082,0.011,0.012,0.026,0.32,0.009,17,1,9,18," ",191.63,-66.205
"NGC_4815",194.499,-64.96,303.626,-2.097,0.056,8.57,12.59,3295,-5.801,0.082,-0.942,0.09,0.285,0.04,527,32,239,520,"NGC 4815",194.499,-64.96
"Gulliver_59",195.721,-64.6,304.16,-1.756,0.172,8.22,11.71,2199,-2.437,0.044,-1.013,0.07,0.447,0.03,66,5,25,60,"Cl Gulliver 59",195.721,-64.6
"UBC_291",199.091,-63.436,305.713,-0.696,0.049,7.4,12.35,2944,-5.667,0.07,-1.571,0.068,0.329,0.021,52,8,31,52," ",199.091,-63.436
"UBC_525",196.023,-63.941,304.322,-1.102,0.1,7.07,11.79,2279,-4.232,0.048,-1.184,0.063,0.433,0.021,54,9,47,54," ",196.023,-63.941
"SAI_118",205.811,-63.146,308.743,-0.861,0.088,7.5,11.31,1829,-4.475,0.101,-2.29,0.077,0.535,0.028,107,5,33,83,"SAI 118",205.811,-63.146
"NGC_5281",206.614,-62.916,309.147,-0.71,0.046,7.6,10.99,1576,-4.633,0.088,-2.395,0.079,0.632,0.015,31,4,12,25,"NGC 5281",206.614,-62.916
"Collinder_271",202.453,-64.199,307.093,-1.637,0.049,7.79,12.09,2613,-5.711,0.079,-1.548,0.073,0.365,0.028,34,8,24,33,"Cl Collinder 271",202.453,-64.199
"BH_150",204.506,-63.346,308.128,-0.946,0.025,7.34,13.73,5580,-6.379,0.044,-1.521,0.062,0.2,0.041,43,27,43,43,"Cl VDBH 150",204.506,-63.346
"Trumpler_21",203.068,-62.787,307.581,-0.284,0.071,7.69,10.61,1326,-4.718,0.082,-2.267,0.086,0.737,0.035,95,4,17,55,"Cl Trumpler 21",203.068,-62.787
"NGC_5269",206.147,-62.907,308.941,-0.657,0.048,8.12,11.59,2080,-4.545,0.065,-1.907,0.076,0.485,0.022,48,3,17,47,"NGC 5269",206.147,-62.907
"UBC_529",205.412,-61.922,308.807,0.375,0.073,8.22,12.29,2875,-7.344,0.063,-2.569,0.049,0.278,0.033,116,8,67,119," ",205.412,-61.922
"Pismis_18",204.227,-62.091,308.226,0.313,0.048,8.76,12.28,2860,-5.701,0.079,-2.276,0.071,0.349,0.037,231,12,91,215,"Cl Pismis 18",204.227,-62.091
"BH_151",205.051,-61.731,308.672,0.596,0.008,7.2,13.49,4989,-5.88,0.043,-1.904,0.117,0.208,0.073,29,20,26,26,"Cl VDBH 151",205.051,-61.731
"UBC_528",204.627,-61.607,308.491,0.755,0.067,9.43,12.9,3795,-4.863,0.028,-1.782,0.048,0.284,0.017,30,1,20,30," ",204.627,-61.607
"Lynga_1",209.994,-62.152,310.842,-0.338,0.035,8.22,11.75,2242,-5.375,0.091,-2.257,0.065,0.44,0.026,28,5,14,26,"Cl Lynga 1",209.994,-62.152
"NGC_5316",208.516,-61.883,310.239,0.097,0.17,8.22,10.81,1450,-6.338,0.087,-1.502,0.098,0.679,0.034,352,16,77,188,"NGC 5316",208.516,-61.883
"UBC_295",207.554,-60.399,310.132,1.65,0.082,8.7,11.18,1717,-4.565,0.078,-1.503,0.1,0.59,0.025,52,12,27,44," ",207.554,-60.399
"NGC_5381",210.205,-59.578,311.621,2.118,0.132,8.55,11.85,2349,-6.061,0.085,-2.912,0.08,0.39,0.033,370,23,141,332,"NGC 5381",210.205,-59.578
"Loden_1194",212.006,-59.786,312.436,1.665,0.336,8.4,9.19,688,-7.796,0.132,-4.619,0.11,1.345,0.035,59,2,9,23,"Cl Loden 1194",212.006,-59.786
"Basel_18",201.967,-62.306,307.151,0.267,0.06,7.44,11.35,1863,-5.06,0.054,-2.031,0.077,0.54,0.035,47,3,14,36,"Cl Basel 18",201.967,-62.306
"UBC_293",202.711,-61.775,307.578,0.737,0.095,7.3,12.59,3293,-4.483,0.038,-1.683,0.064,0.304,0.02,80,10,50,80," ",202.711,-61.775
